label,SHORT_TERM_COUNT_BANK,SHORT_TERM_COUNT_NON_BANK,MID_TERM_COUNT_NON_BANK,NUMBER_OF_CREDIT_CARDS_BANK,NUMBER_OF_CREDIT_CARDS_NON_BANK,NUM_NEW_LOAN_TAKEN_3M,NUM_NEW_LOAN_TAKEN_6M,OUTSTANDING_BAL_LOAN_6M,OUTSTANDING_BAL_CC_3M,INCREASING_BAL_3M_LOAN,INCREASING_BAL_6M_LOAN,INCREASING_BAL_3M_CC,INCREASING_BAL_6M_CC,INCREASING_BAL_3M_ALL,INCREASING_BAL_6M_ALL,OUTSTANDING_BAL_CC_CURRENT,CREDIT_CARD_NUMBER_OF_LATE_PAYMENT,ENQUIRIES_FROM_BANK_3M,ENQUIRIES_FROM_NON_BANK_3M,ENQUIRIES_FROM_NON_BANK_FOR_CC_3M,ENQUIRIES_FROM_NON_BANK_9M,ENQUIRIES_FROM_BANK_12M,ENQUIRIES_FROM_NON_BANK_FOR_CC_12M
1,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1000002.0,1000100.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000100.0,1.0,14.0,9.0,2.0,9.0,14.0,2.0
0,4.0,4.0,1.0,4.0,1.0,8.0,14.0,1000065.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,29.0,9.0,2.0,9.0,29.0,2.0
0,4.0,7.0,4.0,1.0,4.0,8.0,14.0,1000508.0,1000036.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,4.0,1.0,1.0,1.0,8.0,8.0,1000005.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000049.0,1.0,9.0,14.0,2.0,14.0,9.0,2.0
0,4.0,4.0,7.0,1.0,1.0,8.0,14.0,1000393.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,14.0,14.0,2.0,14.0,14.0,2.0
0,4.0,1.0,1.0,4.0,1.0,8.0,8.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,1.0,1.0,2.0,8.0,1000058.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,14.0,14.0,2.0,14.0,19.0,2.0
0,1.0,4.0,1.0,4.0,1.0,2.0,8.0,1000045.0,1000010.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,7.0,1.0,4.0,1.0,2.0,20.0,1000065.0,1000010.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,0.0,4.0,9.0,2.0,14.0,4.0,2.0
0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1000018.0,999990.0,1000010.0,1000000.0,999990.0,999990.0,2000020.0,2000000.0,999990.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
1,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1000210.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,19.0,9.0,2.0,9.0,19.0,2.0
0,4.0,4.0,1.0,4.0,1.0,14.0,14.0,1000020.0,1000020.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000020.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
1,1.0,1.0,4.0,1.0,4.0,8.0,8.0,1000073.0,1000433.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000021.0,1.0,14.0,19.0,2.0,19.0,29.0,2.0
1,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1000005.0,1000073.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000220.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,1.0,1.0,1.0,1.0,14.0,14.0,1000022.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,14.0,14.0,2.0,14.0,14.0,2.0
0,4.0,4.0,7.0,4.0,1.0,8.0,8.0,1000592.0,1000133.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000140.0,1.0,14.0,9.0,2.0,19.0,34.0,7.0
0,4.0,7.0,1.0,1.0,1.0,14.0,14.0,1000075.0,999990.0,1000010.0,1000000.0,999990.0,999990.0,2000020.0,2000000.0,999990.0,1.0,9.0,9.0,2.0,9.0,9.0,2.0
0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1000007.0,999990.0,1000000.0,1000010.0,999990.0,999990.0,2000000.0,2000000.0,1000007.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,1.0,7.0,1.0,4.0,0.0,14.0,14.0,1000000.0,1000010.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000010.0,1000010.0,1000010.0,1000010.0,2000020.0,2000020.0,1000000.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0
0,1.0,1.0,4.0,1.0,1.0,2.0,8.0,1000162.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,7.0,1.0,4.0,4.0,4.0,8.0,8.0,1000633.0,1000263.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000180.0,1.0,4.0,34.0,12.0,54.0,4.0,22.0
0,4.0,4.0,1.0,1.0,4.0,8.0,8.0,1000053.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,39.0,2.0
0,4.0,4.0,1.0,1.0,1.0,2.0,8.0,1000195.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,1000178.0,1.0,4.0,9.0,2.0,14.0,24.0,2.0
0,1.0,4.0,1.0,1.0,4.0,8.0,8.0,1000028.0,1000053.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000160.0,0.0,4.0,19.0,7.0,19.0,4.0,7.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1000045.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000008.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,7.0,4.0,1.0,1.0,8.0,14.0,1000110.0,999990.0,1000010.0,1000000.0,999990.0,999990.0,2000020.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,14.0,9.0,2.0
0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1000027.0,999990.0,1000000.0,1000000.0,999990.0,1000000.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,4.0,1.0,14.0,14.0,1000017.0,1000020.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000020.0,1.0,4.0,14.0,2.0,19.0,4.0,2.0
0,1.0,4.0,4.0,1.0,1.0,2.0,8.0,1000188.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000010.0,1000010.0,1000010.0,1000010.0,2000020.0,2000020.0,1000062.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0
0,4.0,4.0,1.0,4.0,4.0,2.0,8.0,1000135.0,1000073.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000070.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000010.0,1000010.0,1000010.0,1000010.0,2000020.0,2000020.0,1000000.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0
0,4.0,1.0,4.0,7.0,4.0,14.0,14.0,1000208.0,1000280.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000280.0,1.0,4.0,9.0,2.0,9.0,39.0,2.0
0,4.0,4.0,4.0,4.0,1.0,8.0,14.0,1000162.0,1000060.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000060.0,1.0,9.0,14.0,2.0,14.0,9.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,14.0,14.0,2.0,14.0,14.0,2.0
1,4.0,4.0,1.0,1.0,1.0,8.0,14.0,1000100.0,999990.0,1000010.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1000000.0,1000033.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000050.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,7.0,1.0,1.0,7.0,0.0,14.0,20.0,1000288.0,1000063.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000180.0,1.0,4.0,9.0,2.0,9.0,9.0,2.0
1,1.0,4.0,1.0,1.0,4.0,8.0,8.0,1000035.0,1000067.0,1000010.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000200.0,0.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,1.0,4.0,1.0,4.0,2.0,8.0,1000167.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,9.0,9.0,2.0,9.0,9.0,2.0
0,1.0,7.0,1.0,1.0,1.0,8.0,8.0,1000063.0,999990.0,1000010.0,1000000.0,999990.0,1000000.0,2000000.0,2000000.0,999990.0,0.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,1.0,1.0,2.0,8.0,1000058.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,1999990.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,4.0,1.0,2.0,2.0,1000082.0,1000237.0,1000000.0,1000000.0,1000010.0,1000000.0,2000000.0,2000000.0,1000310.0,1.0,34.0,9.0,2.0,9.0,34.0,2.0
1,7.0,4.0,1.0,1.0,1.0,2.0,8.0,1000122.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,19.0,2.0,24.0,4.0,7.0
0,4.0,4.0,1.0,4.0,1.0,8.0,14.0,1000157.0,1000007.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,9.0,9.0,2.0,9.0,9.0,2.0
0,4.0,1.0,4.0,4.0,1.0,8.0,14.0,1000100.0,1000010.0,1000010.0,1000000.0,1000000.0,1000000.0,2000020.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000007.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000033.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,4.0,1.0,14.0,14.0,1000077.0,1000007.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,1.0,1.0,4.0,1.0,8.0,8.0,1000067.0,1000300.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000450.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,7.0,4.0,7.0,7.0,1.0,14.0,20.0,1000218.0,1000117.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000180.0,1.0,14.0,14.0,2.0,14.0,14.0,2.0
0,4.0,4.0,1.0,4.0,4.0,14.0,14.0,1000035.0,1000050.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000050.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000030.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,14.0,14.0,2.0,14.0,14.0,2.0
0,1.0,1.0,7.0,1.0,4.0,2.0,2.0,1000257.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,4.0,4.0,1.0,1.0,8.0,14.0,1000108.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
1,1.0,7.0,1.0,1.0,4.0,14.0,14.0,1000022.0,1000200.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000190.0,1.0,4.0,14.0,2.0,14.0,4.0,7.0
0,4.0,4.0,1.0,1.0,1.0,2.0,14.0,1000130.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,7.0,4.0,1.0,1.0,2.0,14.0,1000493.0,1000000.0,1000010.0,1000000.0,1000010.0,1000000.0,2000020.0,2000000.0,1000000.0,0.0,4.0,9.0,2.0,14.0,4.0,2.0
0,1.0,4.0,4.0,4.0,1.0,2.0,8.0,1000468.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,1.0,1.0,8.0,8.0,1000017.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,19.0,2.0,29.0,4.0,7.0
0,1.0,4.0,4.0,4.0,1.0,2.0,8.0,1000248.0,1000236.0,1000000.0,1000000.0,1000010.0,1000000.0,2000000.0,2000000.0,1000211.0,1.0,4.0,14.0,2.0,24.0,34.0,2.0
0,4.0,4.0,1.0,1.0,1.0,8.0,8.0,1000052.0,999990.0,1000000.0,1000000.0,999990.0,1000000.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,29.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,29.0,19.0,7.0
0,4.0,7.0,1.0,7.0,1.0,8.0,14.0,1000037.0,1000020.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000030.0,1.0,9.0,14.0,2.0,19.0,9.0,2.0
0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,1000023.0,1000140.0,1000000.0,1000000.0,1000010.0,1000000.0,2000010.0,2000000.0,1000130.0,1.0,4.0,24.0,7.0,24.0,4.0,7.0
1,1.0,1.0,7.0,1.0,4.0,2.0,2.0,1000663.0,1000067.0,1000000.0,1000000.0,1000000.0,1000000.0,2000020.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,7.0
0,4.0,4.0,1.0,7.0,4.0,8.0,14.0,1000070.0,1000227.0,1000000.0,1000000.0,1000010.0,1000000.0,2000020.0,2000000.0,1000250.0,1.0,9.0,9.0,2.0,14.0,9.0,2.0
0,4.0,4.0,4.0,4.0,4.0,8.0,20.0,1000197.0,1000147.0,1000010.0,1000000.0,1000000.0,1000000.0,2000020.0,2000000.0,1000140.0,1.0,4.0,14.0,2.0,14.0,24.0,2.0
0,4.0,1.0,1.0,4.0,1.0,8.0,8.0,1000005.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,4.0,4.0,1.0,7.0,2.0,8.0,1000095.0,1000230.0,1000000.0,1000000.0,1000010.0,1000000.0,2000000.0,2000000.0,1000146.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,7.0,1.0,1.0,1.0,2.0,8.0,1000105.0,999990.0,1000000.0,1000000.0,999990.0,1000000.0,2000000.0,2000000.0,999990.0,1.0,4.0,24.0,7.0,24.0,9.0,7.0
0,1.0,4.0,1.0,1.0,1.0,2.0,8.0,1000030.0,999990.0,1000000.0,1000000.0,999990.0,1000000.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,4.0,4.0,1.0,1.0,2.0,8.0,1000160.0,1000000.0,1000010.0,1000000.0,1000000.0,1000000.0,2000020.0,2000000.0,1000000.0,0.0,4.0,14.0,2.0,14.0,4.0,2.0
1,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1000000.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,7.0,1.0,1.0,1.0,14.0,14.0,1000093.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,1999990.0,999990.0,1.0,29.0,14.0,2.0,14.0,29.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1000005.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,4.0,4.0,1.0,1.0,2.0,2.0,1000248.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,7.0,1.0,7.0,4.0,1.0,14.0,20.0,1000150.0,1000040.0,1000010.0,1000000.0,1000000.0,1000000.0,2000020.0,2000000.0,1000110.0,1.0,19.0,14.0,2.0,19.0,19.0,2.0
0,1.0,7.0,1.0,1.0,1.0,2.0,14.0,1000062.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1000076.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,1.0,7.0,1.0,1.0,1.0,8.0,14.0,1000058.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,9.0,39.0,17.0,39.0,9.0,17.0
0,4.0,4.0,1.0,4.0,1.0,8.0,8.0,1000062.0,1000047.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000070.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
1,1.0,7.0,1.0,1.0,1.0,8.0,14.0,1000040.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,19.0,2.0,24.0,4.0,2.0
1,1.0,4.0,1.0,1.0,1.0,8.0,8.0,1000022.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,1999990.0,1000077.0,1.0,24.0,14.0,2.0,14.0,24.0,2.0
0,1.0,4.0,1.0,4.0,4.0,8.0,8.0,1000027.0,1000133.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000130.0,1.0,4.0,14.0,2.0,14.0,4.0,7.0
0,4.0,4.0,1.0,1.0,1.0,8.0,14.0,1000092.0,999990.0,1000010.0,1000000.0,999990.0,999990.0,2000020.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,4.0,1.0,1.0,1.0,8.0,8.0,1000018.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000067.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,7.0,1.0,1.0,1.0,2.0,8.0,1000055.0,999990.0,1000010.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,1000002.0,1000120.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000120.0,1.0,24.0,24.0,7.0,34.0,29.0,12.0
0,4.0,1.0,4.0,4.0,4.0,8.0,8.0,1000093.0,1000110.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000110.0,1.0,9.0,14.0,2.0,24.0,19.0,7.0
0,4.0,4.0,1.0,1.0,1.0,8.0,8.0,1000170.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,1999990.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000041.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,7.0,1.0,1.0,1.0,8.0,14.0,1000128.0,999990.0,1000010.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,4.0,4.0,1.0,1.0,1.0,8.0,14.0,1000040.0,999990.0,1000000.0,1000010.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,4.0,1.0,0.0,2.0,8.0,1000210.0,1000100.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000100.0,1.0,4.0,9.0,2.0,29.0,9.0,12.0
0,4.0,4.0,1.0,1.0,4.0,2.0,8.0,1000065.0,1000203.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000250.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,1.0,4.0,1.0,4.0,8.0,8.0,1000067.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,9.0,24.0,2.0,24.0,9.0,2.0
0,1.0,4.0,4.0,4.0,1.0,14.0,14.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,9.0,9.0,2.0,9.0,9.0,2.0
0,7.0,1.0,4.0,1.0,1.0,8.0,14.0,1000048.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,1999990.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,1.0,4.0,8.0,8.0,1000445.0,1000030.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000020.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,4.0,1.0,4.0,1.0,1.0,8.0,14.0,1000162.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,4.0,4.0,1.0,4.0,1.0,2.0,2.0,1000007.0,1000097.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000140.0,1.0,9.0,14.0,2.0,14.0,9.0,2.0
0,7.0,4.0,1.0,1.0,1.0,8.0,14.0,1000097.0,999990.0,1000010.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,9.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,34.0,44.0,7.0
0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,4.0,1.0,4.0,8.0,8.0,1000250.0,1000413.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000490.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,4.0,1.0,8.0,8.0,1000055.0,1000020.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000127.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,4.0,1.0,1.0,4.0,2.0,2.0,1000108.0,1000090.0,1000010.0,1000010.0,1000000.0,1000000.0,2000010.0,2000020.0,1000090.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,1.0,4.0,4.0,1.0,1.0,8.0,8.0,1000153.0,999990.0,1000010.0,1000000.0,999990.0,999990.0,2000020.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1000071.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,7.0,4.0,4.0,4.0,8.0,8.0,1000263.0,1000320.0,1000010.0,1000000.0,1000000.0,1000000.0,2000020.0,2000000.0,1000287.0,1.0,9.0,9.0,2.0,9.0,9.0,2.0
1,4.0,1.0,4.0,7.0,1.0,2.0,2.0,1000285.0,1000190.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000180.0,7.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,1.0,7.0,7.0,4.0,2.0,8.0,1000413.0,1000143.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000220.0,1.0,29.0,14.0,2.0,19.0,69.0,2.0
0,1.0,4.0,4.0,4.0,4.0,2.0,8.0,1000352.0,1000253.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000250.0,1.0,4.0,14.0,2.0,34.0,14.0,7.0
0,4.0,4.0,1.0,1.0,1.0,14.0,20.0,1000053.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
